T1,T2,T1C,T2C,Count
pathology_case,cyto_screening_event,case_id,case_id,5
pathology_case,prsnl,responsible_resident_id,person_id,5
pathway_catalog,pw_cat_reltn,pathway_catalog_id,pw_cat_s_id,5
pathway_comp,pw_comp_os_reltn,pathway_comp_id,pathway_comp_id,5
pending_collection,accession_order_r,order_id,order_id,5
person,cust_qb_snapshot,person_id,person_id,5
person,eks_notify_dest,person_id,person_id,5
person,him_event_allocation,person_id,prsnl_id,5
person_alias,encntr_domain,person_id,person_id,5
person_alias,person_combine,person_id,to_person_id,5
person_alias,problem,person_id,person_id,5
person_name,encntr_prsnl_reltn,person_id,prsnl_person_id,5
person_org_reltn,organization,organization_id,organization_id,5
person_org_reltn,person_plan_reltn,person_id,person_id,5
person_patient,encounter,person_id,person_id,5
person_prsnl_activity,encounter,person_id,person_id,5
person_prsnl_reltn,orders,person_id,person_id,5
person_transplant_candidate,orders,person_id,person_id,5
person_transplant_candidate,person_alias,person_id,person_id,5
pft_charge,trans_log,activity_id,activity_id,5
pft_encntr_collection_reltn,pft_collection_agency,parent_entity_id,pft_collection_agency_id,5
pft_encntr_collection_reltn,pft_encntr,pft_encntr_id,pft_encntr_id,5
phone,address,parent_entity_id,parent_entity_id,5
phone,prsnl,updt_id,person_id,5
prefdir_context,prefdir_entry,entry_id,entry_id,5
preference_card,order_catalog,catalog_cd,catalog_cd,5
preference_card,person,prsnl_id,person_id,5
preference_card,sn_comment_text,pref_card_id,root_id,5
problem,person_prsnl_reltn,person_id,person_id,5
problem,problem_prsnl_r,problem_id,problem_id,5
problem_prsnl_r,prsnl,problem_reltn_prsnl_id,person_id,5
procedure_specimen_type,collection_info_qualifiers,catalog_cd,catalog_cd,5
procedure_specimen_type,order_catalog,catalog_cd,catalog_cd,5
product_event,order_action,order_id,order_id,5
prsnl,container,person_id,drawn_id,5
prsnl,dcp_forms_activity_prsnl,person_id,prsnl_id,5
prsnl,encntr_plan_reltn,person_id,updt_id,5
prsnl,fn_omf_encntr,person_id,primary_doc_id,5
prsnl,messaging_audit,person_id,ordering_phys_id,5
prsnl,rx_med_request,person_id,rx_action_prsnl_id,5
prsnl_alias,person,person_id,person_id,5
prsnl_alias,prsnl_alias,person_id,person_id,5
prsnl_org_reltn,br_eligible_provider,person_id,provider_id,5
ref_text,ref_text_reltn,refr_text_id,refr_text_id,5
result_comment,long_text,long_text_id,long_text_id,5
room,encntr_domain,loc_nurse_unit_cd,loc_nurse_unit_cd,5
sa_ref_action_item,sa_action_item,sa_ref_action_item_id,sa_ref_action_item_id,5
scd_story_pattern,scr_pattern,scr_pattern_id,scr_pattern_id,5
sch_appt,sch_event_detail,sch_event_id,sch_event_id,5
sch_appt,sch_event_disp,candidate_id,parent_id,5
sch_appt_syn,sch_event,appt_type_cd,appt_type_cd,5
sch_def_slot,sch_def_sched,def_sched_id,def_sched_id,5
sch_event,surgical_case,sch_event_id,sch_event_id,5
sch_event_disp,sch_event,sch_event_id,sch_event_id,5
sch_location,sch_event_action,schedule_id,schedule_id,5
sch_order_appt,sch_appt_loc,appt_type_cd,appt_type_cd,5
sch_resource_list,sch_appt_loc,res_list_id,res_list_id,5
session_xref,report_queue,output_handle_id,output_handle_id,5
shx_category_ref,shx_activity,shx_category_ref_id,shx_category_ref_id,5
shx_response,shx_activity,shx_activity_id,shx_activity_id,5
sn_comment_text,long_text_reference,long_text_id,long_text_id,5
specimen_container,specimen_container_volume,spec_cntnr_cd,spec_cntnr_cd,5
stored_at,med_identifier,item_id,item_id,5
surgical_case,case_cart_pick_list,surg_case_id,surg_case_id,5
surgical_case,preference_card,surgeon_prsnl_id,prsnl_id,5
task_activity,him_pv_document,encntr_id,encntr_id,5
task_activity,messaging_audit,order_id,order_id,5
task_discrete_r,discrete_task_assay,task_assay_cd,task_assay_cd,5
track_prefs,track_comp_prefs,track_pref_id,track_pref_id,5
tracking_item,diagnosis,encntr_id,encntr_id,5
tracking_item,tracking_locator,cur_tracking_locator_id,tracking_locator_id,5
um_charge_event_st,encntr_plan_reltn,encntr_id,encntr_id,5
v500_event_code,code_value_event_r,event_cd,event_cd,5
accession,accession_order_r,accession_id,accession_id,4
account,corsp_log_reltn,acct_id,acct_id,4
address,order_detail,parent_entity_id,oe_field_value,4
address,person_alias,parent_entity_id,person_id,4
address,person_plan_reltn,parent_entity_id,person_id,4
address,prsnl,updt_id,person_id,4
allergy,prsnl,created_prsnl_id,person_id,4
application_context,appbar_security,position_cd,position_cd,4
application_context,clinical_event,applctx,updt_applctx,4
application_context,person_prsnl_activity,applctx,updt_applctx,4
application_task_r,application_access,application_number,application_number,4
application_task_r,task_request_r,task_number,task_number,4
assay_resource_lot,data_map,task_assay_cd,task_assay_cd,4
assay_resource_lot,qc_rule_type,rule_id,rule_id,4
batch_trans_file,bo_hp_reltn,benefit_order_id,bo_hp_reltn_id,4
batch_trans_file,denial,batch_trans_file_id,batch_trans_file_id,4
bill_item,discrete_task_assay,ext_parent_reference_id,task_assay_cd,4
bill_item,order_catalog,ext_owner_cd,activity_type_cd,4
bill_org_payor,organization,organization_id,organization_id,4
bmdi_device_parameter,bmdi_acquired_results,device_parameter_id,device_parameter_id,4
br_mdro_cat_event,br_cat_event_normalcy,br_mdro_cat_event_id,br_mdro_cat_event_id,4
br_mdro_cat_event,br_mdro_cat,br_mdro_cat_id,br_mdro_cat_id,4
bt_cond_crit_reltn,bt_condition,bt_condition_id,bt_condition_id,4
bt_criteria_catalog,bt_cond_crit_reltn,bt_criteria_cat_id,bt_criteria_cat_id,4
case_report,report_detail_task,report_id,report_id,4
cd_long_text,cd_model_exc_encntr_r,parent_entity_id,cd_model_execution_id,4
cd_model_outcome,cd_model_exc_encntr_r,cd_model_execution_id,cd_model_execution_id,4
ce_event_prsnl,prsnl_notify,action_prsnl_id,person_id,4
ce_linked_result,clinical_event,encntr_id,encntr_id,4
charge,br_eligible_provider,verify_phys_id,provider_id,4
charge,interface_file,interface_file_id,interface_file_id,4
charge,price_sched,price_sched_id,price_sched_id,4
charge_event,surgical_case,accession,surg_case_nbr_formatted,4
charge_event_mod,charge_event,charge_event_id,charge_event_id,4
clinical_event,ce_event_order_link,event_id,event_id,4
clinical_event,dcp_forms_activity,person_id,person_id,4
clinical_event,discrete_task_assay,task_assay_cd,task_assay_cd,4
clinical_event,lh_amb_event_data,clinical_event_id,parent_entity_id,4
clinical_event,rad_report,parent_event_id,report_event_id,4
clinical_event,um_charge_event_st,order_id,order_id,4
code_value_alias,order_catalog,code_value,catalog_cd,4
code_value_event_r,profile_task_r,parent_cd,task_assay_cd,4
cons_bo_sched,benefit_order,cons_bo_sched_id,cons_bo_sched_id,4
container,task_activity,container_id,container_id,4
container_event,container_event,container_id,container_id,4
container_event,container_event_details,updt_id,updt_id,4
container_event_details,person,updt_id,updt_id,4
contributor_system,si_system_org_reltn,contributor_system_cd,contributor_system_cd,4
corsp_log,activity_log,activity_id,activity_id,4
corsp_log_reltn,corsp_log,activity_id,activity_id,4
csm_queue_pers_xref,prsnl,person_id,person_id,4
dcp_entity_reltn,charge,entity1_id,order_id,4
dcp_forms_def,dcp_forms_ref,dcp_forms_ref_id,dcp_forms_ref_id,4
diagnosis,coding,encntr_id,encntr_id,4
diagnosis,dcp_entity_reltn,diagnosis_id,entity2_id,4
diagnosis,orders,person_id,person_id,4
diagnosis,prsnl,diag_prsnl_id,person_id,4
discrete_task_assay,pathway_comp,task_assay_cd,task_assay_cd,4
discrete_task_assay,v500_event_code,mnemonic,event_cd_disp,4
dispense_hx,charge,order_id,order_id,4
drg,coding,encntr_id,encntr_id,4
ea_user_attribute_reltn,ea_user,ea_user_id,ea_user_id,4
eks_dlg_event,eks_dlg_event_attr,dlg_event_id,dlg_event_id,4
eks_module_audit_temp,eks_module_audit,module_name,module_name,4
eks_notify_loc_r,eks_notify_dest,location,location,4
encntr_accident,diagnosis,encntr_id,encntr_id,4
encntr_alias,procedure,encntr_id,encntr_id,4
encntr_domain,order_radiology,encntr_id,encntr_id,4
encntr_loc_hist,eks_module_audit_det,encntr_id,encntr_id,4
encntr_plan_reltn,encntr_alias,encntr_id,encntr_id,4
encntr_prsnl_reltn,br_eligible_provider,prsnl_person_id,provider_id,4
encntr_prsnl_reltn,encntr_domain,encntr_id,encntr_id,4
encounter,episode_encntr_reltn,encntr_id,encntr_id,4
encounter,lh_mu_fx_metrics,encntr_id,encntr_id,4
encounter,location,organization_id,organization_id,4
encounter,person_info,person_id,person_id,4
encounter,pha_prod_disp_obs_st,encntr_id,encntr_id,4
fill_print_ord_hx,encntr_domain,encntr_id,encntr_id,4
fill_print_ord_hx,person_alias,person_id,person_id,4
filter_entity_reltn,ord_cat_sent_r,parent_entity_id,order_sentence_id,4
frequency_schedule,order_dispense,frequency_id,frequency_id,4
him_event_allocation,person,prsnl_id,person_id,4
him_pv_chart,him_pv_physician,encntr_id,encntr_id,4
him_pv_chart,phone,admitting_person_id,parent_entity_id,4
hm_expect_sat,hm_recommendation_action,expect_sat_id,expect_sat_id,4
interface_charge,prsnl,ord_phys_id,person_id,4
interface_file,charge,interface_file_id,interface_file_id,4
interp_data,profile_task_r,task_assay_cd,task_assay_cd,4
item_location_cost,item_control_info,item_id,item_id,4
label_printer_def,location,location_cd,location_cd,4
lh_d_query,lh_amb_event_data,d_query_id,d_query_id,4
lh_mu_fx_2_ep_reltn,lh_d_ep_mips,br_eligible_provider_id,br_eligible_provider_id,4
lh_mu_fx_metrics,lh_mu_metric_details,lh_mu_fx_metrics_id,lh_mu_fx_metrics_id,4
location,encntr_loc_hist,location_cd,loc_nurse_unit_cd,4
location,location,organization_id,organization_id,4
log_group_entry,logical_grouping,log_grouping_cd,log_grouping_cd,4
logical_grouping,priv_group_reltn,log_grouping_cd,log_grouping_cd,4
long_blob,diagnosis,long_blob_id,long_blob_id,4
long_text,batch_trans_file,long_text_id,long_text_id,4
long_text,cust_qb_snapshot,parent_entity_id,cust_qb_snapshot_id,4
long_text,fill_print_ord_hx,long_text_id,label1_id,4
long_text,org_info,long_text_id,long_text_id,4
long_text,rx_med_request,long_text_id,rx_reason_long_text_id,4
long_text,shx_comment,long_text_id,long_text_id,4
long_text,surgical_case,long_text_id,preop_diag_text_id,4
long_text,surgical_case,parent_entity_id,surg_case_id,4
long_text,workflow_task_queue,long_text_id,request_long_text_id,4
long_text,workflow_task_queue_hist,long_text_id,request_long_text_id,4
med_admin_ident_error,prsnl,prsnl_id,person_id,4
med_def_flex,med_package_type,med_package_type_id,med_package_type_id,4
med_dispense,order_catalog_item_r,item_id,item_id,4
med_flex_object_idx,med_oe_defaults,parent_entity_id,med_oe_defaults_id,4
med_product,object_identifier_index,manf_item_id,object_id,4
medication_definition,order_catalog_synonym,item_id,item_id,4
mic_ar_order,encntr_alias,encntr_id,encntr_id,4
mic_interp,mic_sus_first_level_interp,interp_id,interp_id,4
mic_report_response,mic_stat_task,task_log_id,task_log_id,4
mic_task_log,mic_biochemical_test_result,task_log_id,task_log_id,4
mic_task_log,mic_ic_orders,order_id,order_id,4
mltm_category_drug_xref,mltm_category_sub_xref,multum_category_id,sub_category_id,4
mltm_drug_name,mltm_drug_name_map,drug_synonym_id,drug_synonym_id,4
mltm_drug_name,mltm_mmdc_name_map,drug_synonym_id,drug_synonym_id,4
mltm_drug_name_map,mltm_category_drug_xref,drug_identifier,drug_identifier,4
nomen_entity_reltn,sch_appt,encntr_id,encntr_id,4
nomenclature,qc_alpha_responses,nomenclature_id,nomenclature_id,4
object_identifier_index,identifier,identifier_id,identifier_id,4
oe_format_fields,order_entry_format_parent,oe_format_id,oe_format_id,4
oen_procinfo,oen_personality,interfaceid,interfaceid,4
omf_date,rc_f_daily_census,dt_nbr,activity_dt_nbr,4
omf_radmgmt_order_st,omf_radrepeat_order_st,order_id,order_id,4
ord_cat_sent_r,filter_entity_reltn,order_sentence_id,parent_entity_id,4
order_action,dispense_hx,order_id,order_id,4
order_action,fill_print_ord_hx,order_id,order_id,4
order_catalog,charge_event,catalog_cd,ext_i_reference_id,4
order_catalog,charge_event,catalog_cd,ext_p_reference_id,4
order_catalog,preference_card,catalog_cd,catalog_cd,4
order_catalog,ref_text_reltn,catalog_cd,parent_entity_id,4
order_catalog,surg_case_procedure,catalog_cd,sched_surg_proc_cd,4
order_catalog_synonym,order_sentence,synonym_id,parent_entity_id,4
order_catalog_synonym,profile_task_r,catalog_cd,catalog_cd,4
order_comment,charge,order_id,order_id,4
order_detail,order_entry_fields,oe_field_id,oe_field_id,4
order_dispense,encntr_alias,encntr_id,encntr_id,4
order_entry_fields,order_detail,oe_field_meaning_id,oe_field_meaning_id,4
order_entry_fields,sch_event_detail,oe_field_id,oe_field_id,4
order_entry_format,accept_format_flexing,oe_format_id,oe_format_id,4
order_entry_format_parent,orders,oe_format_id,oe_format_id,4
order_notification,order_action,order_id,order_id,4
order_sentence,medication_definition,order_sentence_id,order_sentence_id,4
orders,ce_event_order_link,order_id,order_id,4
orders,ce_linked_result,order_id,order_id,4
orders,lh_amb_event_data,order_id,parent_entity_id,4
orders,messaging_audit,order_id,order_id,4
orders,profile_task_r,catalog_cd,catalog_cd,4
org_type_reltn,location,organization_id,organization_id,4
org_type_reltn,prsnl_org_reltn,organization_id,organization_id,4
organization,contributor_system,organization_id,organization_id,4
organization,org_set_org_r,organization_id,organization_id,4
organization,prsnl_org_reltn_type,organization_id,organization_id,4
output_dest,device,device_cd,device_cd,4
output_dest,output_dest_xref,output_dest_cd,output_dest_cd,4
pat_ed_doc_followup,prsnl,provider_id,person_id,4
pathology_case,clinical_event,encntr_id,encntr_id,4
pathology_case,pathology_case,case_id,case_id,4
pathway_action,prsnl,action_prsnl_id,person_id,4
pathway_catalog,pathway,pathway_catalog_id,pw_cat_group_id,4
pathway_rule,pathway_customized_plan,pathway_customized_plan_id,pathway_customized_plan_id,4
patient_dispense,person,person_id,person_id,4
pc_referral_list,person,person_id,person_id,4
pcs_queue,pcs_queue_assignment,queue_id,queue_id,4
pcs_queue_assignment,pcs_review_item,review_id,review_id,4
pcs_review_history,pcs_queue_assignment,queue_review_id,queue_review_id,4
pcs_review_item,pcs_queue_assignment,review_id,review_id,4
pe_status_reason,pft_charge,pft_encntr_id,pft_encntr_id,4
person,accession_order_r,updt_id,updt_id,4
person,clinical_event,person_id,verified_prsnl_id,4
person,interface_charge,person_id,ord_phys_id,4
person,interface_charge,person_id,person_id,4
person,mic_ar_order,person_id,person_id,4
person,person_combine,person_id,from_person_id,4
person,proc_prsnl_reltn,person_id,prsnl_person_id,4
person,prsnl,logical_domain_id,logical_domain_id,4
person,tracking_checkin,person_id,primary_doc_id,4
person_aborh,person,person_id,person_id,4
person_alias,encntr_alias,alias,alias,4
person_alias,person_info,person_id,person_id,4
person_alias,prsnl,person_id,person_id,4
person_combine,encounter,from_person_id,person_id,4
person_combine,prsnl,updt_id,person_id,4
person_match_rev,person,a_person_id,person_id,4
person_org_reltn,person,person_id,person_id,4
person_plan_reltn,clinical_event,person_id,person_id,4
person_plan_reltn,yrmc_aco_mssp_alist,member_nbr,hicno,4
person_prsnl_reltn,sch_appt,person_id,person_id,4
pft_acct_reltn,pft_encntr,acct_id,acct_id,4
pft_charge_bo_reltn,bo_hp_reltn,benefit_order_id,benefit_order_id,4
pft_charge_global_days,charge,person_id,person_id,4
pft_charge_global_days,pft_charge,pft_charge_id,pft_charge_id,4
pft_encntr,pft_acct_reltn,acct_id,acct_id,4
pft_encntr,pft_combine_log,acct_id,from_xxx_id,4
pft_encntr,pft_combine_log,pft_encntr_id,to_xxx_id,4
pft_pay_plan_pe_reltn,pft_encntr,pft_encntr_id,pft_encntr_id,4
pft_payment_plan,pft_pay_plan_pe_reltn,pft_payment_plan_id,pft_payment_plan_id,4
pft_proration,pft_trans_reltn,bo_hp_reltn_id,benefit_order_id,4
pft_queue_item,bo_hp_reltn,bo_hp_reltn_id,bo_hp_reltn_id,4
pft_trans_reltn,trans_log,activity_id,activity_id,4
pft_wf_process_model,pft_wf_issue,pft_wf_process_model_id,pft_wf_process_model_id,4
phone,person_prsnl_reltn,parent_entity_id,prsnl_person_id,4
phone,prsnl_alias,parent_entity_id,person_id,4
pm_qst_answer,encounter,parent_entity_id,encntr_id,4
pm_qst_question,pm_qst_questionnaire,questionnaire_id,questionnaire_id,4
prefdir_entrydata,prefdir_entry,entry_id,entry_id,4
prefdir_value,prefdir_entrydata,entry_id,entry_id,4
preference_card,surg_proc_detail,catalog_cd,catalog_cd,4
pregnancy_instance,person,person_id,person_id,4
price_sched,prod_dispense_hx,price_sched_id,price_sched_id,4
procedure,cds_batch_content_hist,encntr_id,parent_entity_id,4
processing_task,ap_tag,cassette_tag_id,tag_id,4
product_event,crossmatch,product_event_id,product_event_id,4
product_event,crossmatch,related_product_event_id,product_event_id,4
profile_task_r,clinical_event,catalog_cd,catalog_cd,4
profile_task_r,code_value_event_r,task_assay_cd,parent_cd,4
profile_task_r,orc_resource_list,catalog_cd,catalog_cd,4
prsnl,app_prefs,person_id,prsnl_id,4
prsnl,case_report,person_id,status_prsnl_id,4
prsnl,charge,person_id,updt_id,4
prsnl,chart_request,person_id,request_prsnl_id,4
prsnl,detail_prefs,person_id,prsnl_id,4
prsnl,lh_mu_fx_2_details,person_id,order_provider_id,4
prsnl,long_text,person_id,updt_id,4
prsnl,omf_radmgmt_order_st,person_id,radiologist_id,4
prsnl,order_recon,person_id,performed_prsnl_id,4
prsnl,pathology_case,person_id,responsible_pathologist_id,4
prsnl,pathway,person_id,status_prsnl_id,4
prsnl,pe_status_reason,person_id,updt_id,4
prsnl,person,logical_domain_id,logical_domain_id,4
prsnl,rx_med_request,person_id,request_prsnl_id,4
prsnl,scd_story,person_id,updt_id,4
prsnl,sch_appt,person_id,person_id,4
prsnl,task_activity,person_id,msg_sender_id,4
prsnl,tracking_event,person_id,updt_id,4
